,premise,hypothesis,gold_label,type,glove_embedding,predicted_label
9642.0,"Sam believes that if Sarah has a doctor's appointment, her husband will drive her to the clinic.",Sarah has a husband.,E,type5_possessive,"[ 4.14817214e-01  2.60434479e-01  4.19486575e-02 -9.78420675e-02
  5.63982189e-01  4.52302665e-01 -5.67558110e-01  5.82914464e-02
  4.96335663e-02  2.85603199e-02  2.59030070e-02  1.75413325e-01
 -5.47264993e-01 -1.29007503e-01  5.62641680e-01  3.02831918e-01
 -3.48326713e-02 -6.67082593e-02 -6.18761666e-02 -3.62212092e-01
 -5.46803437e-02  4.82263595e-01 -7.64260888e-02 -1.62504151e-01
  2.99748003e-01 -2.13262486e+00 -2.02035189e-01  7.07467422e-02
  1.72867700e-01 -3.04208040e-01  3.28095818e+00  1.60880923e-01
 -5.06292522e-01 -2.25741386e-01  5.59573919e-02 -1.19287677e-01
  6.61549196e-02  2.24125743e-01  1.40617579e-01 -4.63112503e-01
 -1.59489021e-01  2.66413420e-01 -1.95972666e-01 -4.09168489e-02
 -5.45028299e-02 -1.69887736e-01 -1.70128763e-01 -3.03960741e-01
 -2.65018344e-02  4.25020941e-02  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
9643.0,"Is it true that if Sarah has a doctor's appointment, her husband will drive her to the clinic?",Sarah has a husband.,E,type5_possessive,"[ 4.36838180e-01  2.72540122e-01  5.29307127e-03 -9.21764523e-02
  6.11079752e-01  4.73221749e-01 -5.36565125e-01  6.37171697e-03
  1.46221388e-02  5.38125858e-02  1.00689270e-02  1.85893059e-01
 -4.82253075e-01 -1.13986932e-01  5.44838488e-01  3.03420991e-01
 -3.91732417e-02 -3.68985385e-02 -1.50477231e-01 -3.90554368e-01
 -5.41695394e-02  4.24990237e-01 -1.94002260e-02 -1.19463697e-01
  3.33332002e-01 -2.09431529e+00 -3.50653291e-01  1.23144940e-01
  2.82450944e-01 -3.31593573e-01  3.38040757e+00  1.26911536e-01
 -4.87391531e-01 -2.35768974e-01  4.63375896e-02 -1.35113254e-01
  5.32353111e-02  1.93313777e-01  1.13111310e-01 -4.69755381e-01
 -1.28598005e-01  1.96894154e-01 -2.14553609e-01  1.12246033e-02
 -1.33960381e-01 -1.13135904e-01 -1.34832263e-01 -3.31212163e-01
 -1.88682303e-02  1.88157838e-02  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
9648.0,"If Daniel arrives on time, his best friend will be waiting for him at the train station.",Daniel has a best friend.,E,type5_possessive,"[ 3.65257144e-01  4.04684991e-01  3.78953945e-03 -1.98208496e-01
  4.62731659e-01 -1.78603753e-01 -7.15169251e-01  2.92487800e-01
 -9.49318036e-02 -2.06605688e-01 -5.57326153e-02  2.01378405e-01
 -4.87100869e-01  1.09636694e-01  5.52073121e-01  1.14929847e-01
 -6.51589260e-02  9.69117805e-02 -4.75104541e-01 -3.80090028e-01
  2.66404927e-01  4.33411121e-01  5.72206229e-02  9.65333059e-02
  3.05214792e-01 -1.86166930e+00 -8.04090500e-02  2.79342644e-02
  5.78908473e-02 -3.21321547e-01  3.10811567e+00  3.72193635e-01
 -5.00413537e-01 -2.25910157e-01  1.97384506e-01  7.05116093e-02
  2.87821978e-01  2.28820771e-01  4.78891581e-02 -2.97656715e-01
 -7.70063028e-02  2.21646860e-01 -1.67404994e-01 -1.21533208e-01
  2.45336127e-02 -3.75114777e-03 -6.62707090e-02 -2.67832458e-01
  2.32687723e-02  2.27382351e-02 -5.01499958e-02  3.69148970e-01
 -2.25690007e-01  2.32780024e-01  5.51695645e-01  3.87555689e-01
 -7.57456601e-01 -3.82539988e-01  8.86376724e-02  3.59863311e-01
 -2.22133305e-02 -1.76466610e-02 -5.24596632e-01  2.84363329e-01
  4.97883320e-01 -2.00796664e-01  3.20044667e-01  2.14113340e-01
 -5.59633315e-01 -2.73548663e-01 -2.24673674e-01  2.64623344e-01
 -7.23799989e-02 -3.46033275e-02  6.68233335e-02 -1.83643329e+00
 -4.50512022e-01  7.87266716e-02 -1.20123334e-01 -5.73499985e-02
  3.65516663e+00 -1.06149994e-01 -1.43346861e-01 -1.12969995e-01
  2.21889675e-01  3.32866609e-02  1.56560000e-02  5.60079992e-01
 -2.80100107e-03 -6.01260006e-01 -1.10825010e-01  4.27430004e-01
 -2.93594807e-01 -7.10376576e-02 -2.07621649e-01  7.28634000e-03
 -1.67199984e-01  5.53553291e-02  2.74826661e-02  2.56469995e-01]",E
9649.0,"It's not the case that if Daniel arrives on time, his best friend will be waiting for him at the train station.",Daniel has a best friend.,E,type5_possessive,"[ 4.33312356e-01  2.64187485e-01 -6.36192504e-03 -1.09134182e-01
  4.90589976e-01 -2.46614441e-02 -5.62824249e-01  2.33417645e-01
 -7.62813091e-02 -1.68351665e-01 -1.13705527e-02  2.32276678e-01
 -5.11602283e-01  4.06637229e-02  6.34323895e-01  2.30380088e-01
 -7.82477669e-03 -1.12892790e-02 -3.77455413e-01 -4.36741680e-01
  1.37280121e-01  3.20778251e-01  1.18219882e-01  4.79425713e-02
  2.39442930e-01 -2.00030565e+00 -1.93810999e-01  8.52854624e-02
  1.06337875e-01 -3.23666692e-01  3.24206662e+00  2.08713710e-01
 -5.27485967e-01 -3.44749570e-01  1.48608372e-01 -4.59713414e-02
  2.93481469e-01  1.52669981e-01  6.01295047e-02 -2.74176747e-01
 -1.46677330e-01  2.24352196e-01 -1.15419164e-01  4.27950732e-02
 -8.85189138e-03 -2.80410261e-03 -1.30674064e-01 -1.24620110e-01
  8.23717006e-03  3.53534631e-02 -5.01499958e-02  3.69148970e-01
 -2.25690007e-01  2.32780024e-01  5.51695645e-01  3.87555689e-01
 -7.57456601e-01 -3.82539988e-01  8.86376724e-02  3.59863311e-01
 -2.22133305e-02 -1.76466610e-02 -5.24596632e-01  2.84363329e-01
  4.97883320e-01 -2.00796664e-01  3.20044667e-01  2.14113340e-01
 -5.59633315e-01 -2.73548663e-01 -2.24673674e-01  2.64623344e-01
 -7.23799989e-02 -3.46033275e-02  6.68233335e-02 -1.83643329e+00
 -4.50512022e-01  7.87266716e-02 -1.20123334e-01 -5.73499985e-02
  3.65516663e+00 -1.06149994e-01 -1.43346861e-01 -1.12969995e-01
  2.21889675e-01  3.32866609e-02  1.56560000e-02  5.60079992e-01
 -2.80100107e-03 -6.01260006e-01 -1.10825010e-01  4.27430004e-01
 -2.93594807e-01 -7.10376576e-02 -2.07621649e-01  7.28634000e-03
 -1.67199984e-01  5.53553291e-02  2.74826661e-02  2.56469995e-01]",E
9650.0,"Sam believes that if Daniel arrives on time, his best friend will be waiting for him at the train station.",Daniel has a best friend.,E,type5_possessive,"[ 3.97537678e-01  3.13736111e-01  4.40717489e-02 -1.56565338e-01
  5.03353119e-01 -1.01593107e-01 -6.33627951e-01  2.51402885e-01
 -8.00614655e-02 -1.42588377e-01 -6.34250045e-03  2.53470659e-01
 -5.21071911e-01  3.61629352e-02  6.13043785e-01  2.32578635e-01
  4.05496173e-02  4.06527445e-02 -3.53414953e-01 -4.09766823e-01
  1.30389631e-01  3.92336756e-01  8.00767541e-02  5.51970638e-02
  3.24004471e-01 -1.93388116e+00 -1.14680476e-01  5.61253428e-02
  1.01069555e-01 -3.04871053e-01  3.11291885e+00  3.08213025e-01
 -5.04980385e-01 -2.87934482e-01  1.20248660e-01 -3.22674327e-02
  2.55282879e-01  1.96483105e-01  5.52415103e-02 -3.08744252e-01
 -1.03930429e-01  2.29564771e-01 -1.45035431e-01 -4.00052406e-02
  3.38879488e-02 -3.56723974e-03 -1.32704929e-01 -1.29655123e-01
  4.20814380e-04  9.46445093e-02 -5.01499958e-02  3.69148970e-01
 -2.25690007e-01  2.32780024e-01  5.51695645e-01  3.87555689e-01
 -7.57456601e-01 -3.82539988e-01  8.86376724e-02  3.59863311e-01
 -2.22133305e-02 -1.76466610e-02 -5.24596632e-01  2.84363329e-01
  4.97883320e-01 -2.00796664e-01  3.20044667e-01  2.14113340e-01
 -5.59633315e-01 -2.73548663e-01 -2.24673674e-01  2.64623344e-01
 -7.23799989e-02 -3.46033275e-02  6.68233335e-02 -1.83643329e+00
 -4.50512022e-01  7.87266716e-02 -1.20123334e-01 -5.73499985e-02
  3.65516663e+00 -1.06149994e-01 -1.43346861e-01 -1.12969995e-01
  2.21889675e-01  3.32866609e-02  1.56560000e-02  5.60079992e-01
 -2.80100107e-03 -6.01260006e-01 -1.10825010e-01  4.27430004e-01
 -2.93594807e-01 -7.10376576e-02 -2.07621649e-01  7.28634000e-03
 -1.67199984e-01  5.53553291e-02  2.74826661e-02  2.56469995e-01]",E
9651.0,"Is it true that if Daniel arrives on time, his best friend will be waiting for him at the train station?",Daniel has a best friend.,E,type5_possessive,"[ 4.15393680e-01  3.19857925e-01  1.59161128e-02 -1.48778498e-01
  5.42935312e-01 -5.30140512e-02 -6.06041014e-01  2.00340092e-01
 -9.92057920e-02 -1.13210246e-01 -1.65541172e-02  2.56892920e-01
 -4.72897708e-01  3.79333533e-02  5.96464634e-01  2.37161666e-01
  3.27961072e-02  5.71330599e-02 -4.04019386e-01 -4.28642988e-01
  1.19893774e-01  3.53829294e-01  1.14478700e-01  7.53044188e-02
  3.48259538e-01 -1.91627634e+00 -2.33468115e-01  9.70546231e-02
  1.89091966e-01 -3.25773954e-01  3.19885302e+00  2.73569822e-01
 -4.90603894e-01 -2.91944265e-01  1.09110497e-01 -4.94881794e-02
  2.34277993e-01  1.74547061e-01  3.92294228e-02 -3.22904587e-01
 -8.35760534e-02  1.78570524e-01 -1.62240714e-01 -1.85977013e-04
 -3.20731774e-02  3.00476477e-02 -1.07914880e-01 -1.60747692e-01
  4.67459066e-03  7.34642446e-02 -5.01499958e-02  3.69148970e-01
 -2.25690007e-01  2.32780024e-01  5.51695645e-01  3.87555689e-01
 -7.57456601e-01 -3.82539988e-01  8.86376724e-02  3.59863311e-01
 -2.22133305e-02 -1.76466610e-02 -5.24596632e-01  2.84363329e-01
  4.97883320e-01 -2.00796664e-01  3.20044667e-01  2.14113340e-01
 -5.59633315e-01 -2.73548663e-01 -2.24673674e-01  2.64623344e-01
 -7.23799989e-02 -3.46033275e-02  6.68233335e-02 -1.83643329e+00
 -4.50512022e-01  7.87266716e-02 -1.20123334e-01 -5.73499985e-02
  3.65516663e+00 -1.06149994e-01 -1.43346861e-01 -1.12969995e-01
  2.21889675e-01  3.32866609e-02  1.56560000e-02  5.60079992e-01
 -2.80100107e-03 -6.01260006e-01 -1.10825010e-01  4.27430004e-01
 -2.93594807e-01 -7.10376576e-02 -2.07621649e-01  7.28634000e-03
 -1.67199984e-01  5.53553291e-02  2.74826661e-02  2.56469995e-01]",E
9684.0,"If Harper arrives early, her friend will meet her at the train station.",Harper has a friend.,E,type5_possessive,"[ 4.31817800e-01  7.35317767e-01 -7.96417892e-02 -1.71209052e-01
  4.63563383e-01 -4.95085642e-02 -6.19062185e-01  4.72466886e-01
  9.79329180e-03 -3.80826801e-01 -1.76358894e-02  1.73768908e-01
 -4.45406646e-01  9.05099958e-02  5.13977766e-01  1.99711978e-01
 -3.00628930e-01  1.40955552e-01 -2.10336551e-01 -2.96960294e-01
  3.81943822e-01  6.56011105e-01 -9.12297666e-02  1.49942562e-01
  4.45511013e-01 -1.92255569e+00 -7.88423866e-02  1.43504841e-02
 -6.27420023e-02 -3.18275571e-01  2.82724452e+00  4.58245546e-01
 -5.64523935e-01 -1.22368664e-01  1.75027624e-01  2.59121414e-03
  1.30058885e-01  2.17463329e-01  1.64791435e-01 -3.70931983e-01
 -9.20481086e-02  1.87197790e-01 -7.70975724e-02 -4.46400791e-01
  2.31059134e-01 -5.16177677e-02  6.99449927e-02 -5.81331134e-01
  1.35795604e-02  3.37227806e-02  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
9685.0,"It's not the case that if Harper arrives early, her friend will meet her at the train station.",Harper has a friend.,E,type5_possessive,"[ 4.95545715e-01  4.36594993e-01 -6.28967583e-02 -6.63276091e-02
  4.99084264e-01  1.02311887e-01 -4.57514077e-01  3.32241327e-01
 -3.62932892e-03 -2.69421190e-01  2.57950723e-02  2.23355725e-01
 -4.91799295e-01  8.66143219e-03  6.33334339e-01  3.17868650e-01
 -1.42817140e-01 -1.38900112e-02 -1.79347649e-01 -3.99487346e-01
  1.74662277e-01  4.31697398e-01  4.02158499e-02  6.83940202e-02
  3.10841352e-01 -2.07905698e+00 -2.25204393e-01  9.29390937e-02
  4.26302217e-02 -3.22378576e-01  3.09977865e+00  2.17324287e-01
 -5.76434612e-01 -3.12141240e-01  1.20300055e-01 -1.22915283e-01
  1.93679303e-01  1.23611413e-01  1.38778195e-01 -3.14573735e-01
 -1.76253080e-01  2.02979296e-01 -4.25112844e-02 -1.19097434e-01
  1.14375778e-01 -3.33049111e-02 -6.15077950e-02 -2.85237134e-01
 -2.28635548e-03  4.60193083e-02  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
9686.0,"Sam believes that if Harper arrives early, her friend will meet her at the train station.",Harper has a friend.,E,type5_possessive,"[ 4.58218336e-01  5.31394422e-01 -5.07433712e-03 -1.22434705e-01
  5.17517507e-01  2.08984967e-02 -5.34367263e-01  3.72692227e-01
  3.43913585e-03 -2.51915097e-01  3.86934243e-02  2.50127494e-01
 -5.01124978e-01 -2.67333793e-03  6.04795933e-01  3.35381508e-01
 -1.00816667e-01  5.49325831e-02 -1.14275746e-01 -3.57311815e-01
  1.71705320e-01  5.45595288e-01 -2.36423314e-02  8.14752504e-02
  4.35489893e-01 -2.00361657e+00 -1.24929287e-01  5.53345345e-02
  2.49878373e-02 -2.97103077e-01  2.90386677e+00  3.51425081e-01
 -5.54585397e-01 -2.30953172e-01  7.77690634e-02 -1.17467426e-01
  1.26114175e-01  1.77185819e-01  1.45368993e-01 -3.67396623e-01
 -1.24186493e-01  2.06367254e-01 -6.98483288e-02 -2.56479889e-01
  1.91900179e-01 -3.94059010e-02 -5.26879281e-02 -3.18720013e-01
 -1.44620836e-02  1.26851693e-01  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
9687.0,"Is it true that if Harper arrives early, her friend will meet her at the train station?",Harper has a friend.,E,type5_possessive,"[ 4.76900756e-01  5.22656858e-01 -3.81127745e-02 -1.14877343e-01
  5.68189204e-01  7.50025213e-02 -5.05927444e-01  2.96587855e-01
 -2.80188713e-02 -2.05087766e-01  2.18754634e-02  2.54859984e-01
 -4.39662278e-01  2.62922957e-03  5.83750069e-01  3.33466738e-01
 -1.00081548e-01  7.53853172e-02 -1.98846087e-01 -3.86030972e-01
  1.54801846e-01  4.83450264e-01  2.93232389e-02  1.05748087e-01
  4.58632201e-01 -1.97523057e+00 -2.79478580e-01  1.08918257e-01
  1.45946488e-01 -3.25035125e-01  3.03232312e+00  3.02798450e-01
 -5.31969607e-01 -2.40579858e-01  6.64714277e-02 -1.33432999e-01
  1.08582303e-01  1.49984613e-01  1.17497221e-01 -3.81402284e-01
 -9.60110798e-02  1.41466931e-01 -9.81311500e-02 -1.87756687e-01
  9.34885293e-02  7.30885612e-03 -2.64253058e-02 -3.44836056e-01
 -7.75461458e-03  9.66769457e-02  3.82634997e-01  2.51998484e-01
 -1.83150008e-01  2.07005009e-01  5.54493487e-01  5.83294988e-01
 -6.62984967e-01 -4.22760010e-01  9.73815024e-02  1.27869993e-01
  5.14250025e-02 -2.31739998e-01 -5.43784976e-01  1.19129986e-01
  3.94484997e-01 -1.03500485e-03  3.31569985e-02  2.62264997e-01
 -4.50295001e-01 -1.49293005e-01 -2.86625504e-01  2.04975009e-01
 -2.48029992e-01 -2.37914994e-01 -1.46634996e-01 -2.17989993e+00
 -1.00518003e-01  4.78534997e-01 -1.61140010e-01  1.42470002e-01
  3.81150007e+00 -4.42524999e-01 -2.15465009e-01 -6.93050027e-02
  6.45245016e-02 -9.24600065e-02  6.53949976e-02  3.52445006e-01
  1.75723493e-01 -3.60989988e-01 -1.40460014e-01  4.88880008e-01
 -4.42749977e-01  1.95135009e-02 -1.35677502e-01 -1.19745493e-01
 -3.50789994e-01  1.11048996e-01  3.72999907e-03  4.24499810e-03]",E
9728.0,"If Sophia decides to attend the concert, his best friend will drive him there.",Sophia has a best friend.,E,type5_possessive,"[ 1.92572892e-01  3.90372932e-01 -9.38730408e-03 -1.87015012e-01
  5.64900994e-01 -1.95019804e-02 -6.24159932e-01  3.20921242e-01
 -1.47446007e-01 -2.79230960e-02 -1.24029994e-01  3.31296980e-01
 -4.62298006e-01 -1.53860021e-02  4.93982017e-01  1.64228588e-01
  1.18630394e-01 -5.29694967e-02 -1.53811395e-01 -3.35481673e-01
  1.51215702e-01  3.53825390e-01 -7.53618032e-02  3.84249985e-02
  2.98810631e-01 -1.93090987e+00 -5.55949099e-02 -3.37122798e-01
 -4.29771990e-02 -4.51915979e-01  2.93145990e+00  4.58386958e-01
 -7.77451098e-01 -2.36065388e-01  2.03643471e-01 -1.97908288e-04
  1.22977398e-01  2.73206890e-01  6.58411998e-03 -4.70807880e-01
 -1.69258922e-01  2.24252388e-01 -3.46841425e-01 -1.40945151e-01
 -8.20839778e-03  1.71040301e-03 -3.16493064e-02 -3.13126892e-01
 -9.38661993e-02  1.40187994e-01 -5.01499958e-02  3.69148970e-01
 -2.25690007e-01  2.32780024e-01  5.51695645e-01  3.87555689e-01
 -7.57456601e-01 -3.82539988e-01  8.86376724e-02  3.59863311e-01
 -2.22133305e-02 -1.76466610e-02 -5.24596632e-01  2.84363329e-01
  4.97883320e-01 -2.00796664e-01  3.20044667e-01  2.14113340e-01
 -5.59633315e-01 -2.73548663e-01 -2.24673674e-01  2.64623344e-01
 -7.23799989e-02 -3.46033275e-02  6.68233335e-02 -1.83643329e+00
 -4.50512022e-01  7.87266716e-02 -1.20123334e-01 -5.73499985e-02
  3.65516663e+00 -1.06149994e-01 -1.43346861e-01 -1.12969995e-01
  2.21889675e-01  3.32866609e-02  1.56560000e-02  5.60079992e-01
 -2.80100107e-03 -6.01260006e-01 -1.10825010e-01  4.27430004e-01
 -2.93594807e-01 -7.10376576e-02 -2.07621649e-01  7.28634000e-03
 -1.67199984e-01  5.53553291e-02  2.74826661e-02  2.56469995e-01]",E
9729.0,"It's not the case that if Sophia decides to attend the concert, his best friend will drive him there.",Sophia has a best friend.,E,type5_possessive,"[ 3.31800610e-01  2.26546615e-01 -1.71767864e-02 -8.38570073e-02
  5.64274669e-01  1.12194896e-01 -4.71682429e-01  2.40559235e-01
 -1.07560702e-01 -4.15791310e-02 -4.80297320e-02  3.25068653e-01
 -4.99967307e-01 -5.64793348e-02  6.12046659e-01  2.86335945e-01
  1.26168266e-01 -1.32850334e-01 -1.43730119e-01 -4.18333143e-01
  3.46623287e-02  2.45194495e-01  4.20314446e-02 -5.14447689e-04
  2.22019061e-01 -2.07419324e+00 -1.99948609e-01 -1.46615654e-01
  4.87819426e-02 -4.11198676e-01  3.15108633e+00  2.33479992e-01
 -7.17592061e-01 -3.75287622e-01  1.43025786e-01 -1.16407610e-01
  1.84716910e-01  1.67030618e-01  3.50408740e-02 -3.84914875e-01
 -2.22113267e-01  2.26630270e-01 -2.24646315e-01  6.27194270e-02
 -3.73570062e-02  1.02634425e-03 -1.20473824e-01 -1.26173943e-01
 -7.28591308e-02  1.16176337e-01 -5.01499958e-02  3.69148970e-01
 -2.25690007e-01  2.32780024e-01  5.51695645e-01  3.87555689e-01
 -7.57456601e-01 -3.82539988e-01  8.86376724e-02  3.59863311e-01
 -2.22133305e-02 -1.76466610e-02 -5.24596632e-01  2.84363329e-01
  4.97883320e-01 -2.00796664e-01  3.20044667e-01  2.14113340e-01
 -5.59633315e-01 -2.73548663e-01 -2.24673674e-01  2.64623344e-01
 -7.23799989e-02 -3.46033275e-02  6.68233335e-02 -1.83643329e+00
 -4.50512022e-01  7.87266716e-02 -1.20123334e-01 -5.73499985e-02
  3.65516663e+00 -1.06149994e-01 -1.43346861e-01 -1.12969995e-01
  2.21889675e-01  3.32866609e-02  1.56560000e-02  5.60079992e-01
 -2.80100107e-03 -6.01260006e-01 -1.10825010e-01  4.27430004e-01
 -2.93594807e-01 -7.10376576e-02 -2.07621649e-01  7.28634000e-03
 -1.67199984e-01  5.53553291e-02  2.74826661e-02  2.56469995e-01]",E
9730.0,"Sam believes that if Sophia decides to attend the concert, his best friend will drive him there.",Sophia has a best friend.,E,type5_possessive,"[ 2.72153020e-01  2.81738639e-01  4.32316028e-02 -1.38345003e-01
  5.91319203e-01  3.85645553e-02 -5.44803560e-01  2.63793647e-01
 -1.17025390e-01  9.63299628e-03 -4.74812314e-02  3.65429223e-01
 -5.09832323e-01 -7.69638494e-02  5.82428515e-01  2.97650456e-01
  2.06320316e-01 -8.76233950e-02 -7.81841576e-02 -3.82301211e-01
  1.03943804e-02  3.21638256e-01 -1.66352354e-02  9.59231285e-04
  3.23414296e-01 -2.00380778e+00 -1.03501476e-01 -2.18182147e-01
  3.34430970e-02 -4.01532054e-01  2.97813845e+00  3.59750807e-01
 -7.19140053e-01 -3.10059547e-01  1.07262678e-01 -1.10377625e-01
  1.20970316e-01  2.23163784e-01  2.51650885e-02 -4.44496155e-01
 -1.81107223e-01  2.33396232e-01 -2.77901292e-01 -3.61233689e-02
  1.08604664e-02  6.76393509e-04 -1.21404089e-01 -1.32609934e-01
 -9.49556008e-02  2.01584250e-01 -5.01499958e-02  3.69148970e-01
 -2.25690007e-01  2.32780024e-01  5.51695645e-01  3.87555689e-01
 -7.57456601e-01 -3.82539988e-01  8.86376724e-02  3.59863311e-01
 -2.22133305e-02 -1.76466610e-02 -5.24596632e-01  2.84363329e-01
  4.97883320e-01 -2.00796664e-01  3.20044667e-01  2.14113340e-01
 -5.59633315e-01 -2.73548663e-01 -2.24673674e-01  2.64623344e-01
 -7.23799989e-02 -3.46033275e-02  6.68233335e-02 -1.83643329e+00
 -4.50512022e-01  7.87266716e-02 -1.20123334e-01 -5.73499985e-02
  3.65516663e+00 -1.06149994e-01 -1.43346861e-01 -1.12969995e-01
  2.21889675e-01  3.32866609e-02  1.56560000e-02  5.60079992e-01
 -2.80100107e-03 -6.01260006e-01 -1.10825010e-01  4.27430004e-01
 -2.93594807e-01 -7.10376576e-02 -2.07621649e-01  7.28634000e-03
 -1.67199984e-01  5.53553291e-02  2.74826661e-02  2.56469995e-01]",E
